,property_type,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,host_identity_verified,instant_bookable,number_of_reviews,review_scores_rating,bedrooms,beds,price,host_response,amenities_ratio,regions
21627,6,1,2,1.0,0,1,1,0,2,90.0,1.0,1.0,54.00000000000001,0,0.16883116883116886,8
21628,6,1,1,1.0,2,1,1,0,1,100.0,1.0,1.0,81.99999999999993,1,0.35064935064935066,6
21629,6,2,2,1.0,1,1,1,0,8,90.0,1.0,1.0,149.99999999999997,0,0.3246753246753247,6
21630,6,2,3,1.0,0,0,1,0,2,100.0,1.0,2.0,70.00000000000003,0,0.18181818181818185,8
21631,5,1,2,1.0,2,1,1,1,25,99.0,1.0,1.0,64.99999999999999,1,0.2597402597402597,8
21632,5,1,2,1.0,1,1,1,1,42,96.0,1.0,1.0,100.00000000000004,1,0.18181818181818185,5
21633,6,2,4,1.0,1,1,0,1,4,95.0,1.0,2.0,149.0,1,0.2987012987012987,7
21634,3,2,4,1.0,1,1,1,0,6,100.0,2.0,2.0,100.00000000000004,1,0.3116883116883117,8
21635,4,1,2,1.5,2,1,1,0,6,100.0,1.0,1.0,125.00000000000004,0,0.18181818181818185,6
21636,6,2,4,1.0,2,1,1,0,31,95.0,1.0,1.0,199.99999999999991,0,0.2597402597402597,9
21637,6,1,1,1.0,2,1,1,0,6,100.0,1.0,1.0,59.99999999999999,1,0.23376623376623376,8
21638,5,1,2,1.0,1,1,1,0,38,99.0,1.0,1.0,108.99999999999996,1,0.23376623376623376,5
21640,6,2,2,1.0,2,1,0,1,20,92.0,0.0,1.0,199.99999999999991,1,0.2987012987012987,4
21642,6,2,2,1.0,1,0,1,0,16,99.0,1.0,1.0,89.99999999999967,1,0.2077922077922078,8
21643,6,1,2,1.0,0,0,1,1,2,90.0,1.0,1.0,106.99999999999996,0,0.3376623376623377,9
21644,6,2,1,1.0,2,1,1,0,27,97.0,1.0,1.0,275.00000000000057,0,0.2857142857142857,9
21647,6,2,3,1.0,1,1,0,1,3,100.0,1.0,2.0,74.99999999999997,1,0.16883116883116886,2
21648,5,2,3,1.0,2,1,1,1,100,96.0,1.0,2.0,138.99999999999997,1,0.4415584415584416,6
21649,6,2,6,2.0,2,1,1,0,20,93.0,2.0,2.0,169.0,1,0.24675324675324675,7
21650,6,2,4,1.0,1,1,0,0,1,100.0,0.0,1.0,129.99999999999997,1,0.2207792207792208,9
21651,6,2,4,1.0,2,1,0,0,33,88.0,1.0,2.0,144.99999999999997,1,0.2207792207792208,5
21652,6,2,4,1.0,2,1,1,0,99,92.0,2.0,2.0,285.00000000000057,1,0.14285714285714285,4
21654,5,1,6,1.0,1,1,1,0,12,92.0,1.0,2.0,30.000000000000004,1,0.2597402597402597,5
21655,6,2,2,1.0,1,1,1,0,3,100.0,1.0,1.0,119.99999999999996,1,0.2857142857142857,5
21656,4,2,2,1.0,2,1,1,0,22,97.0,1.0,1.0,126.99999999999987,1,0.2207792207792208,8
21659,5,1,1,1.0,1,1,0,0,3,100.0,1.0,1.0,57.99999999999999,1,0.2857142857142857,1
21660,2,2,5,1.0,2,0,0,0,3,100.0,2.0,3.0,450.00000000000006,1,0.18181818181818185,9
21662,3,2,6,1.0,1,1,1,0,27,93.0,2.0,2.0,128.99999999999997,0,0.2077922077922078,0
21663,6,1,3,1.0,1,1,0,1,4,95.0,1.0,2.0,78.0,1,0.3246753246753247,2
21666,3,1,2,1.0,1,1,1,0,12,98.0,1.0,1.0,125.00000000000004,1,0.14285714285714285,9
21667,1,2,5,1.0,2,1,1,0,81,93.0,1.0,3.0,300.00000000000017,1,0.2597402597402597,9
21668,2,1,1,1.5,0,0,1,0,4,90.0,1.0,1.0,95.0,1,0.2207792207792208,6
21669,6,1,2,1.0,2,0,1,0,34,100.0,1.0,1.0,99.0,1,0.24675324675324675,8
21670,6,2,4,1.0,1,1,1,1,1,100.0,0.0,3.0,199.0,1,0.2987012987012987,4
21672,6,1,2,1.0,2,0,1,0,106,93.0,1.0,1.0,94.0,1,0.12987012987012986,3
21673,5,2,4,1.0,1,1,1,0,40,99.0,1.0,2.0,119.99999999999996,1,0.3376623376623377,7
21675,5,2,4,1.0,2,1,1,1,19,95.0,1.0,3.0,70.00000000000003,1,0.2987012987012987,5
21676,6,2,2,1.0,1,1,1,0,13,94.0,1.0,1.0,79.99999999999997,1,0.1948051948051948,8
21678,6,1,2,1.0,1,0,1,0,1,100.0,1.0,1.0,88.99999999999999,0,0.2207792207792208,3
21679,6,2,2,1.0,2,1,0,0,70,93.0,1.0,1.0,155.00000000000003,1,0.23376623376623376,8
21680,6,1,1,1.0,0,0,1,1,1,100.0,1.0,1.0,113.00000000000004,1,0.2207792207792208,6
21683,6,1,2,1.0,2,1,1,0,3,100.0,1.0,1.0,129.99999999999997,1,0.3376623376623377,9
21685,5,1,4,1.0,1,1,1,1,19,96.0,1.0,2.0,129.99999999999997,1,0.2207792207792208,2
21688,6,1,2,1.0,2,0,0,0,3,100.0,1.0,1.0,59.99999999999999,1,0.1038961038961039,2
21689,6,2,4,1.0,0,1,0,1,3,100.0,1.0,2.0,142.00000000000014,1,0.15584415584415584,8
21690,0,2,2,1.0,1,1,1,0,45,99.0,0.0,1.0,108.99999999999996,0,0.2597402597402597,7
21693,3,2,5,1.0,2,1,1,1,25,96.0,2.0,3.0,118.00000000000004,1,0.24675324675324675,1
21694,5,1,2,1.0,0,1,0,1,7,100.0,1.0,1.0,39.99999999999998,1,0.15584415584415584,5
21695,6,1,2,1.0,0,1,1,0,7,91.0,1.0,1.0,79.0,1,0.18181818181818185,7
21697,4,1,4,1.0,0,0,0,0,1,100.0,1.0,2.0,100.00000000000004,1,0.3246753246753247,7
21698,6,2,4,1.0,1,1,1,0,33,96.0,2.0,2.0,188.0,1,0.2857142857142857,3
21699,1,2,2,1.0,2,1,0,0,10,100.0,1.0,1.0,160.00000000000026,1,0.2207792207792208,8
21700,6,2,4,1.0,0,0,0,1,2,100.0,1.0,2.0,199.99999999999991,1,0.2857142857142857,9
21701,6,1,2,1.0,2,1,0,0,7,100.0,1.0,1.0,46.0,1,0.16883116883116886,8
21702,6,2,2,1.0,2,1,1,0,16,98.0,1.0,1.0,368.0000000000005,0,0.2857142857142857,9
21704,6,2,4,1.0,2,1,1,0,10,100.0,1.0,3.0,275.00000000000057,1,0.2727272727272727,7
21705,6,2,3,1.0,2,1,1,0,6,92.0,1.0,1.0,179.99999999999991,1,0.3116883116883117,9
21706,5,2,4,1.0,1,1,1,0,28,88.0,1.0,1.0,164.9999999999998,1,0.12987012987012986,7
21707,6,1,2,1.0,1,1,1,0,24,97.0,1.0,1.0,100.00000000000004,0,0.24675324675324675,9
21708,6,1,2,1.0,1,1,1,0,7,97.0,1.0,1.0,79.99999999999997,1,0.2077922077922078,8
21709,6,2,4,1.0,1,1,1,0,119,98.0,1.0,2.0,199.99999999999991,1,0.3376623376623377,6
21710,6,2,4,2.0,2,1,1,0,20,89.0,2.0,3.0,289.99999999999994,1,0.5324675324675324,6
21711,6,2,6,1.0,1,1,0,1,8,98.0,1.0,3.0,90.99999999999996,1,0.5714285714285714,8
21712,6,2,4,1.0,2,1,1,0,12,100.0,1.0,2.0,104.99999999999996,1,0.3116883116883117,5
21713,6,1,2,1.0,2,1,1,0,131,95.0,1.0,1.0,85.00000000000001,1,0.24675324675324675,7
21714,6,2,4,1.0,2,1,1,0,1,100.0,1.0,2.0,149.99999999999997,1,0.23376623376623376,9
21715,6,2,2,1.0,0,1,1,0,14,97.0,1.0,1.0,110.00000000000004,0,0.15584415584415584,9
21716,6,2,3,1.0,1,1,1,0,47,98.0,0.0,2.0,119.99999999999996,1,0.2987012987012987,1
21717,6,2,4,1.0,2,1,1,1,115,95.0,1.0,2.0,160.00000000000026,1,0.2727272727272727,7
21718,6,1,2,1.0,1,1,1,1,5,88.0,1.0,1.0,50.000000000000036,1,0.2207792207792208,7
21719,5,1,1,1.0,1,0,0,1,4,95.0,1.0,1.0,55.00000000000002,1,0.1948051948051948,2
21721,5,1,2,1.0,1,0,0,0,24,92.0,1.0,1.0,59.99999999999999,0,0.16883116883116886,2
21722,6,2,2,1.0,1,1,0,0,1,100.0,1.0,1.0,149.99999999999997,1,0.1948051948051948,6
21723,5,1,1,2.0,1,1,1,0,8,98.0,1.0,1.0,48.99999999999999,1,0.4025974025974026,8
21724,6,2,5,1.0,2,1,0,1,9,96.0,2.0,3.0,300.00000000000017,1,0.1948051948051948,9
21725,6,1,1,1.0,2,1,0,0,11,95.0,1.0,1.0,59.00000000000002,0,0.18181818181818185,9
21726,6,1,2,1.5,2,1,1,0,3,93.0,1.0,1.0,100.00000000000004,1,0.18181818181818185,7
21727,4,2,2,1.0,2,1,1,0,3,100.0,0.0,1.0,85.00000000000001,1,0.2597402597402597,3
21728,6,2,2,1.0,1,1,0,0,21,99.0,1.0,1.0,199.99999999999991,1,0.23376623376623376,6
21729,2,1,4,1.5,1,1,1,0,6,97.0,1.0,2.0,160.00000000000026,1,0.3246753246753247,7
21730,6,1,2,1.0,1,1,1,1,31,89.0,1.0,1.0,74.99999999999997,1,0.18181818181818185,8
21731,6,2,4,1.0,2,1,1,1,118,98.0,1.0,2.0,184.99999999999991,1,0.42857142857142855,9
21733,5,1,2,1.0,1,1,1,0,16,93.0,1.0,1.0,55.00000000000002,1,0.18181818181818185,7
21734,6,1,2,2.0,2,1,1,1,69,90.0,1.0,1.0,50.000000000000036,1,0.2207792207792208,2
21735,6,1,4,1.0,2,0,0,0,5,88.0,1.0,3.0,85.00000000000001,0,0.09090909090909093,8
21736,6,2,4,1.0,2,1,1,1,10,88.0,1.0,2.0,115.0,1,0.2987012987012987,1
21737,5,2,4,1.0,2,1,0,1,30,88.0,2.0,3.0,95.0,1,0.3376623376623377,9
21738,5,1,1,1.0,1,1,0,0,2,90.0,1.0,1.0,48.00000000000005,1,0.15584415584415584,1
21739,6,2,2,1.0,2,1,0,0,4,100.0,1.0,1.0,218.0,1,0.2597402597402597,9
21740,5,1,2,1.0,2,1,1,0,9,98.0,1.0,1.0,79.99999999999997,1,0.18181818181818185,8
21741,6,2,3,1.0,0,0,0,0,2,100.0,1.0,2.0,59.99999999999999,0,0.11688311688311688,7
21742,6,2,4,1.0,2,1,1,0,8,97.0,1.0,1.0,600.0,1,0.24675324675324675,9
21744,6,1,2,2.5,2,0,1,1,29,91.0,1.0,1.0,79.0,1,0.4025974025974026,8
21747,6,2,3,1.0,2,1,1,0,11,96.0,1.0,1.0,300.00000000000017,0,0.3246753246753247,9
21748,6,1,4,1.0,2,1,1,1,28,96.0,1.0,2.0,100.00000000000004,1,0.3246753246753247,7
21749,6,1,2,1.0,2,1,1,0,19,99.0,1.0,1.0,155.00000000000003,0,0.23376623376623376,6
21750,6,1,4,1.0,1,1,1,1,51,92.0,1.0,2.0,59.99999999999999,0,0.2597402597402597,8
21751,6,1,4,1.0,1,0,1,0,27,96.0,1.0,1.0,57.99999999999999,1,0.2077922077922078,4
21752,6,1,1,1.0,1,0,1,0,1,100.0,1.0,1.0,100.00000000000004,1,0.2077922077922078,8
21755,6,2,3,1.0,2,1,1,0,39,88.0,1.0,1.0,175.00000000000009,1,0.2207792207792208,9
21756,5,1,2,1.0,1,1,1,0,28,96.0,1.0,1.0,63.99999999999998,1,0.1948051948051948,1
21758,3,1,2,1.0,1,1,1,0,50,89.0,1.0,1.0,55.00000000000002,0,0.12987012987012986,4
21759,4,1,1,1.0,2,1,1,0,73,96.0,1.0,1.0,39.99999999999998,1,0.2857142857142857,3
21760,6,2,6,1.0,1,1,1,1,31,95.0,2.0,3.0,122.00000000000004,1,0.3376623376623377,7
21761,1,1,3,1.0,2,1,1,0,38,96.0,1.0,1.0,50.000000000000036,1,0.1948051948051948,8
21762,5,1,1,1.0,2,0,1,0,137,98.0,1.0,1.0,59.99999999999999,1,0.24675324675324675,2
21763,6,2,3,1.0,2,1,1,0,62,97.0,1.0,2.0,210.0,1,0.11688311688311688,8
21764,4,1,1,1.0,2,1,1,0,12,89.0,1.0,1.0,249.99999999999991,1,0.4415584415584416,6
21765,6,2,2,1.0,2,1,0,0,8,93.0,1.0,1.0,149.99999999999997,1,0.2857142857142857,9
21767,3,2,4,1.0,1,1,1,1,55,97.0,2.0,2.0,76.0,1,0.2727272727272727,3
21768,5,1,2,1.5,2,1,1,0,36,99.0,1.0,1.0,127.99999999999996,1,0.23376623376623376,7
21769,6,1,1,1.0,1,1,1,0,8,98.0,1.0,1.0,64.99999999999999,1,0.14285714285714285,8
21770,5,2,4,1.0,1,1,1,1,125,98.0,1.0,2.0,125.00000000000004,1,0.3116883116883117,1
21771,6,2,4,1.0,0,0,1,1,4,95.0,1.0,2.0,89.99999999999967,1,0.12987012987012986,8
21772,5,1,2,1.0,2,1,1,0,15,99.0,1.0,1.0,50.000000000000036,0,0.23376623376623376,3
21773,6,2,2,1.0,0,1,1,0,10,100.0,1.0,1.0,102.00000000000004,1,0.18181818181818185,8
21774,6,2,2,1.0,2,1,1,0,36,94.0,1.0,1.0,175.00000000000009,1,0.16883116883116886,8
21775,6,2,3,1.0,2,1,1,1,21,95.0,1.0,2.0,115.0,1,0.3376623376623377,5
21776,6,1,2,1.0,2,1,1,0,46,98.0,1.0,1.0,184.99999999999991,1,0.4155844155844156,4
21778,6,2,4,1.0,2,1,0,1,5,100.0,1.0,1.0,99.0,1,0.1948051948051948,9
21780,6,2,3,1.0,1,1,1,0,81,96.0,1.0,2.0,249.99999999999991,1,0.23376623376623376,6
21781,5,1,2,1.0,0,1,0,1,1,100.0,1.0,1.0,71.00000000000007,0,0.2077922077922078,2
21782,2,2,4,2.0,1,1,1,1,1,100.0,2.0,2.0,239.99999999999974,1,0.3376623376623377,7
21783,6,1,2,1.0,2,0,1,1,105,90.0,1.0,1.0,88.99999999999999,0,0.1948051948051948,8
21784,6,1,1,1.0,1,1,1,0,32,98.0,1.0,1.0,53.00000000000001,1,0.07792207792207792,8
21785,6,1,2,2.0,1,1,1,0,6,100.0,1.0,1.0,64.99999999999999,0,0.15584415584415584,7
21786,5,1,5,1.5,1,1,1,1,14,93.0,1.0,3.0,85.00000000000001,1,0.18181818181818185,8
21787,6,2,2,1.0,2,1,1,0,2,90.0,1.0,1.0,164.9999999999998,1,0.14285714285714285,9
21788,6,2,2,1.0,2,1,0,0,2,100.0,0.0,1.0,128.99999999999997,1,0.35064935064935066,8
21789,6,1,2,1.0,2,1,0,1,16,94.0,0.0,1.0,59.99999999999999,1,0.14285714285714285,4
21790,6,2,4,1.0,2,1,1,1,5,92.0,2.0,2.0,159.0,1,0.24675324675324675,7
21791,5,2,2,1.0,1,1,1,0,27,93.0,0.0,1.0,79.99999999999997,1,0.2077922077922078,6
21793,6,2,4,1.0,2,1,1,1,142,90.0,2.0,3.0,154.00000000000006,1,0.2207792207792208,8
21795,6,1,2,1.0,2,1,1,0,20,99.0,1.0,1.0,100.00000000000004,1,0.3246753246753247,8
21796,6,0,2,1.0,2,0,1,0,44,89.0,1.0,1.0,25.00000000000001,0,0.2857142857142857,3
21797,6,1,2,1.0,2,1,1,0,8,100.0,1.0,1.0,149.0,0,0.3116883116883117,9
21798,6,1,2,1.0,1,1,1,0,13,100.0,1.0,1.0,61.00000000000001,0,0.1948051948051948,3
21799,6,2,5,2.0,2,1,1,0,8,98.0,2.0,2.0,149.99999999999997,1,0.24675324675324675,8
21801,0,2,4,1.0,2,1,1,1,43,94.0,1.0,1.0,139.99999999999994,1,0.2597402597402597,6
21802,5,1,2,2.5,2,1,1,1,17,93.0,1.0,1.0,70.00000000000003,1,0.5064935064935064,8
21803,6,1,3,2.0,0,0,1,1,5,88.0,1.0,1.0,125.00000000000004,1,0.16883116883116886,9
21804,5,2,2,1.0,0,0,0,0,21,99.0,1.0,1.0,89.99999999999967,1,0.2727272727272727,6
21805,6,2,2,1.0,0,1,0,1,23,95.0,1.0,1.0,149.99999999999997,1,0.3246753246753247,5
21806,6,1,3,1.0,0,1,1,0,8,100.0,1.0,2.0,127.99999999999996,1,0.18181818181818185,9
21807,2,2,5,2.0,0,1,1,0,6,92.0,2.0,3.0,199.0,1,0.24675324675324675,7
21808,6,1,3,1.0,0,0,1,0,6,90.0,1.0,2.0,95.0,1,0.3116883116883117,8
21809,6,1,2,1.0,2,1,1,0,45,94.0,1.0,1.0,59.99999999999999,1,0.2987012987012987,8
21811,5,1,2,1.0,1,0,1,0,2,100.0,1.0,1.0,125.00000000000004,1,0.2597402597402597,7
21812,6,2,4,1.0,2,1,1,0,77,95.0,1.0,2.0,144.99999999999997,1,0.24675324675324675,8
21813,4,2,5,2.0,2,1,0,0,9,96.0,2.0,2.0,330.0000000000005,0,0.2207792207792208,6
21814,6,2,3,1.0,2,0,1,0,9,100.0,1.0,1.0,300.00000000000017,1,0.2597402597402597,8
21815,6,1,3,1.0,1,1,1,0,3,100.0,1.0,2.0,64.99999999999999,1,0.3376623376623377,3
21816,5,1,2,1.0,1,1,1,0,12,97.0,1.0,2.0,59.00000000000002,0,0.11688311688311688,8
21818,6,2,4,1.0,1,1,1,0,1,100.0,2.0,1.0,149.99999999999997,1,0.16883116883116886,8
21820,6,1,2,1.0,0,0,0,0,12,90.0,1.0,1.0,64.99999999999999,1,0.18181818181818185,9
21821,6,2,3,1.0,0,1,1,0,5,100.0,1.0,1.0,160.00000000000026,1,0.1948051948051948,6
21822,6,1,1,2.5,1,1,1,0,5,96.0,1.0,1.0,50.000000000000036,1,0.2727272727272727,4
21823,4,2,4,1.0,2,1,1,0,3,93.0,1.0,2.0,299.0000000000004,0,0.3246753246753247,9
21824,6,2,4,1.0,0,0,1,0,1,100.0,2.0,2.0,111.99999999999996,1,0.15584415584415584,3
21825,1,1,2,1.0,0,1,1,0,2,100.0,1.0,1.0,85.00000000000001,0,0.23376623376623376,8
21826,6,2,2,1.0,2,1,1,0,12,100.0,1.0,1.0,224.9999999999998,1,0.2077922077922078,6
21828,5,1,2,1.0,0,1,1,0,5,100.0,1.0,1.0,55.00000000000002,0,0.2987012987012987,7
21829,3,1,2,1.0,1,0,0,0,107,96.0,1.0,1.0,45.00000000000002,1,0.3116883116883117,0
21830,4,1,1,1.0,0,0,0,0,1,100.0,1.0,1.0,149.99999999999997,1,0.07792207792207792,6
21831,6,2,2,1.0,2,1,1,0,6,97.0,1.0,1.0,210.0,0,0.2207792207792208,6
21832,6,2,3,1.0,1,1,1,0,1,100.0,1.0,1.0,175.00000000000009,1,0.3376623376623377,5
21834,6,2,2,1.0,0,1,1,0,2,100.0,1.0,1.0,175.00000000000009,1,0.2987012987012987,7
21835,3,2,2,1.0,2,0,1,1,25,98.0,0.0,2.0,90.99999999999996,0,0.16883116883116886,0
21836,6,1,2,1.0,2,1,1,0,10,100.0,1.0,1.0,82.9999999999999,1,0.3246753246753247,9
21837,6,2,3,1.0,2,1,1,1,7,94.0,0.0,2.0,169.99999999999991,1,0.3896103896103896,9
21838,6,1,2,1.0,2,0,0,1,1,100.0,1.0,1.0,79.99999999999997,1,0.1948051948051948,8
21839,6,2,3,1.0,1,1,1,0,33,96.0,2.0,2.0,220.99999999999991,0,0.18181818181818185,9
21840,6,2,5,1.0,2,1,0,1,5,96.0,2.0,2.0,333.0,1,0.24675324675324675,9
21841,6,1,1,1.0,0,0,0,0,6,93.0,0.0,1.0,59.99999999999999,0,0.2207792207792208,9
21842,6,1,2,1.5,2,1,1,0,3,100.0,1.0,1.0,74.00000000000003,1,0.2077922077922078,9
21843,6,2,3,1.0,1,0,1,1,2,100.0,2.0,2.0,74.99999999999997,1,0.12987012987012986,8
21844,4,2,3,2.0,0,1,1,0,5,96.0,1.0,1.0,199.99999999999991,1,0.2727272727272727,4
21845,6,2,3,1.0,2,1,1,1,88,93.0,1.0,1.0,108.00000000000004,1,0.2727272727272727,7
21846,5,1,2,1.0,2,1,1,0,51,93.0,1.0,1.0,74.00000000000003,1,0.23376623376623376,0
21847,6,1,2,1.0,0,0,0,0,92,89.0,1.0,2.0,155.00000000000003,1,0.1038961038961039,9
21848,6,1,2,2.0,2,0,1,0,30,97.0,1.0,1.0,95.0,0,0.2727272727272727,8
21849,6,2,4,1.0,2,1,1,0,40,99.0,1.0,1.0,249.99999999999991,1,0.24675324675324675,9
21850,6,2,4,1.0,2,1,1,0,104,97.0,1.0,2.0,125.00000000000004,1,0.2597402597402597,8
21852,5,2,2,1.0,1,1,1,0,112,96.0,0.0,1.0,115.0,1,0.2207792207792208,5
21853,5,2,3,2.5,0,0,1,1,28,90.0,1.0,1.0,125.00000000000004,0,0.2207792207792208,5
21854,6,1,2,1.5,2,1,1,0,19,90.0,1.0,1.0,99.0,1,0.2857142857142857,9
21855,1,1,2,1.0,1,1,1,0,28,92.0,1.0,1.0,54.00000000000001,1,0.2727272727272727,8
21856,5,2,3,1.0,1,1,0,0,4,100.0,1.0,2.0,149.0,1,0.23376623376623376,7
21857,6,2,2,1.0,2,1,0,1,37,90.0,1.0,1.0,95.0,1,0.1948051948051948,9
21858,6,1,2,1.5,2,0,1,1,17,95.0,1.0,1.0,114.00000000000004,1,0.18181818181818185,6
21859,6,1,2,1.0,1,1,1,0,34,96.0,1.0,1.0,70.00000000000003,1,0.16883116883116886,8
21860,6,2,1,1.0,2,1,1,0,9,98.0,1.0,1.0,195.0,0,0.2987012987012987,6
21862,5,2,3,1.5,2,1,1,1,3,100.0,2.0,2.0,119.99999999999996,1,0.2077922077922078,5
21863,6,2,2,1.0,1,1,1,0,10,98.0,0.0,1.0,149.99999999999997,1,0.12987012987012986,8
21865,5,1,4,1.0,0,1,0,0,2,100.0,1.0,2.0,79.99999999999997,1,0.15584415584415584,6
21866,6,2,6,2.0,1,1,1,1,28,93.0,2.0,3.0,177.00000000000009,1,0.3246753246753247,4
21867,6,2,2,1.0,1,1,1,0,51,94.0,1.0,1.0,289.0000000000003,0,0.2727272727272727,4
21868,6,1,2,1.0,1,1,1,0,9,93.0,1.0,1.0,85.00000000000001,1,0.4805194805194805,8
21869,6,0,1,1.0,1,1,1,0,87,98.0,1.0,1.0,74.00000000000003,1,0.3116883116883117,9
21870,3,1,2,2.0,0,0,0,0,2,99.0,1.0,1.0,99.0,0,0.24675324675324675,7
21871,5,1,1,1.0,1,1,1,0,9,91.0,1.0,1.0,100.00000000000004,1,0.3116883116883117,5
21872,6,2,6,2.0,2,1,1,1,18,97.0,2.0,3.0,254.99999999999991,1,0.3116883116883117,7
21873,6,2,6,1.0,2,1,1,0,3,100.0,1.0,3.0,480.0,0,0.2597402597402597,9
21874,4,1,2,1.0,0,1,1,0,13,100.0,1.0,1.0,62.00000000000001,1,0.2597402597402597,1
21875,5,2,4,2.0,1,1,1,1,68,97.0,2.0,2.0,175.00000000000009,1,0.23376623376623376,7
21877,6,1,2,1.0,1,1,1,1,31,96.0,1.0,1.0,56.99999999999997,1,0.23376623376623376,8
21878,5,1,2,1.0,1,0,0,1,13,95.0,1.0,1.0,30.000000000000004,1,0.37662337662337664,0
21879,5,1,2,1.0,0,0,0,1,40,97.0,1.0,1.0,37.99999999999999,1,0.2727272727272727,1
21880,6,1,2,1.0,2,1,1,0,68,94.0,1.0,1.0,100.00000000000004,0,0.2077922077922078,9
21881,1,2,3,1.0,1,1,1,0,3,100.0,1.0,1.0,99.0,1,0.23376623376623376,7
21882,6,2,4,1.0,2,1,0,1,44,95.0,2.0,2.0,245.00000000000009,1,0.2597402597402597,9
21884,6,0,2,1.0,1,1,1,0,30,94.0,1.0,1.0,74.99999999999997,1,0.2597402597402597,9
21885,6,2,3,1.0,1,1,1,0,41,98.0,1.0,2.0,105.99999999999996,1,0.2597402597402597,7
21886,6,2,6,1.0,2,1,1,0,20,99.0,2.0,3.0,230.00000000000026,1,0.4675324675324675,8
21887,5,2,4,1.0,1,0,0,0,2,100.0,2.0,2.0,249.99999999999991,0,0.03896103896103896,0
21889,6,2,4,1.0,0,0,1,0,2,100.0,1.0,1.0,139.99999999999994,1,0.23376623376623376,8
21891,5,2,4,1.0,2,1,1,0,79,97.0,0.0,2.0,135.00000000000003,1,0.4545454545454545,8
21892,6,2,6,2.5,1,1,1,1,9,96.0,2.0,3.0,1499.9999999999984,0,0.3376623376623377,9
21893,5,2,6,1.5,2,1,1,1,76,97.0,2.0,3.0,475.00000000000085,0,0.3636363636363637,6
21896,6,1,1,1.0,0,0,1,0,3,100.0,1.0,1.0,59.99999999999999,1,0.06493506493506493,9
21897,6,1,1,1.0,0,1,1,0,4,95.0,1.0,1.0,64.99999999999999,0,0.1948051948051948,7
21899,6,2,5,1.0,2,1,1,0,15,95.0,2.0,3.0,137.00000000000003,1,0.4935064935064935,8
21901,6,1,2,1.0,0,1,0,0,46,93.0,1.0,1.0,79.99999999999997,1,0.14285714285714285,6
21903,6,2,6,1.0,1,1,1,1,125,97.0,2.0,2.0,89.99999999999967,1,0.3896103896103896,3
21904,6,1,1,1.0,0,0,1,0,2,100.0,1.0,1.0,45.00000000000002,1,0.23376623376623376,8
21905,5,1,2,1.0,2,1,1,0,61,88.0,1.0,2.0,53.00000000000001,0,0.12987012987012986,8
21906,6,1,1,1.0,0,0,1,0,1,100.0,1.0,1.0,88.00000000000004,0,0.12987012987012986,0
21907,6,1,2,1.0,2,1,0,0,7,89.0,1.0,1.0,55.00000000000002,0,0.2207792207792208,7
21908,4,1,2,1.5,1,1,1,0,5,100.0,1.0,2.0,100.00000000000004,1,0.23376623376623376,6
21909,4,2,2,1.0,0,0,1,0,5,100.0,1.0,1.0,169.0,1,0.2077922077922078,5
21910,6,2,4,1.0,2,1,1,0,66,93.0,1.0,1.0,144.99999999999997,1,0.15584415584415584,9
21911,2,1,2,1.0,2,1,1,0,20,94.0,1.0,1.0,48.99999999999999,1,0.23376623376623376,0
21912,6,1,2,1.0,0,0,1,0,6,100.0,1.0,1.0,199.99999999999991,1,0.18181818181818185,6
21913,6,2,4,1.0,2,1,0,0,6,100.0,1.0,3.0,224.9999999999998,1,0.2207792207792208,9
21914,5,1,2,1.0,2,1,1,0,132,99.0,1.0,1.0,87.0,1,0.2597402597402597,7
21915,6,2,4,1.0,1,1,1,0,18,97.0,2.0,2.0,375.0000000000005,1,0.3896103896103896,6
21919,6,1,2,1.0,0,1,0,0,17,91.0,1.0,1.0,55.00000000000002,1,0.15584415584415584,8
21921,6,1,2,1.0,2,1,1,1,61,94.0,1.0,1.0,69.00000000000001,1,0.2987012987012987,7
21922,4,2,2,1.0,2,1,1,0,24,97.0,1.0,1.0,125.00000000000004,1,0.3246753246753247,4
21923,5,2,6,1.0,1,1,1,0,9,93.0,0.0,1.0,70.00000000000003,1,0.16883116883116886,2
21924,6,1,2,1.0,1,1,1,0,15,96.0,1.0,1.0,64.99999999999999,1,0.2597402597402597,7
21925,6,1,2,1.0,1,1,1,0,1,100.0,1.0,1.0,300.00000000000017,0,0.15584415584415584,5
21927,4,2,3,1.0,2,1,1,0,42,93.0,0.0,1.0,149.0,1,0.3246753246753247,4
21928,6,1,1,1.0,1,0,0,0,1,100.0,1.0,1.0,70.00000000000003,0,0.12987012987012986,9
21929,6,2,2,1.0,1,1,1,0,18,100.0,1.0,1.0,110.00000000000004,1,0.35064935064935066,5
21930,6,2,3,1.5,2,1,1,0,30,99.0,1.0,1.0,425.00000000000017,1,0.3376623376623377,9
21931,3,1,2,1.0,1,0,0,1,67,96.0,1.0,1.0,72.0,0,0.23376623376623376,5
21932,6,1,2,1.0,2,1,1,0,129,97.0,1.0,1.0,85.00000000000001,1,0.1948051948051948,8
21933,6,1,2,1.0,2,1,1,1,25,97.0,1.0,1.0,100.00000000000004,1,0.3116883116883117,7
21935,6,1,1,1.0,0,1,1,1,6,90.0,1.0,1.0,38.99999999999999,1,0.12987012987012986,0
21938,5,2,2,2.0,2,1,1,0,24,97.0,1.0,1.0,195.0,1,0.2987012987012987,6
